Gene stable ID	Gene stable ID version	Gene name	Chromosome/scaffold name
ENSMUSG00000101758	ENSMUSG00000101758.1	Gm28137	Y
ENSMUSG00000101256	ENSMUSG00000101256.1	Gm28133	Y
ENSMUSG00000063760	ENSMUSG00000063760.9	Rnf217	10
ENSMUSG00000114737	ENSMUSG00000114737.1	Gm8483	14
ENSMUSG00000104091	ENSMUSG00000104091.1	Gm37317	3
ENSMUSG00000101809	ENSMUSG00000101809.1	Gm28852	Y
ENSMUSG00000104918	ENSMUSG00000104918.1	Gm42944	3
ENSMUSG00000099395	ENSMUSG00000099395.1	Gm28138	Y
ENSMUSG00000099841	ENSMUSG00000099841.1	Gm28855	Y
ENSMUSG00000049800	ENSMUSG00000049800.13	Sertad2	11
ENSMUSG00000100982	ENSMUSG00000100982.1	Gm21837	Y
ENSMUSG00000034485	ENSMUSG00000034485.10	Uaca	9
ENSMUSG00000020609	ENSMUSG00000020609.14	Apob	12
ENSMUSG00000090724	ENSMUSG00000090724.1	4930542C12Rik	9
ENSMUSG00000107948	ENSMUSG00000107948.2	AA545190	6
ENSMUSG00000114311	ENSMUSG00000114311.1	Gm31452	13
ENSMUSG00000039179	ENSMUSG00000039179.13	Tekt5	16
ENSMUSG00000112338	ENSMUSG00000112338.1	Gm47693	10
ENSMUSG00000114475	ENSMUSG00000114475.1	Gm2726	13
ENSMUSG00000071266	ENSMUSG00000071266.13	Zfp946	17
ENSMUSG00000103264	ENSMUSG00000103264.1	Gm30341	3
ENSMUSG00000115708	ENSMUSG00000115708.1	Gm49187	15
ENSMUSG00000113864	ENSMUSG00000113864.1	Gm48381	12
ENSMUSG00000113917	ENSMUSG00000113917.1	Gm48382	12
ENSMUSG00000033530	ENSMUSG00000033530.8	Ttc7b	12
ENSMUSG00000083006	ENSMUSG00000083006.1	Gm15715	5
ENSMUSG00000020572	ENSMUSG00000020572.8	Nampt	12
ENSMUSG00000036882	ENSMUSG00000036882.7	Arhgap33	7
ENSMUSG00000114459	ENSMUSG00000114459.1	Gm2736	13
ENSMUSG00000037851	ENSMUSG00000037851.13	Iars	13
ENSMUSG00000100604	ENSMUSG00000100604.1	Gm29256	Y
ENSMUSG00000086765	ENSMUSG00000086765.7	Gm11827	4
ENSMUSG00000049233	ENSMUSG00000049233.7	Apoo-ps	13
ENSMUSG00000109061	ENSMUSG00000109061.1	Gm49320	8
ENSMUSG00000102741	ENSMUSG00000102741.1	Gm2979	3
ENSMUSG00000097948	ENSMUSG00000097948.1	Gm21430	14
ENSMUSG00000046679	ENSMUSG00000046679.16	C87436	6
ENSMUSG00000099554	ENSMUSG00000099554.1	Gm28259	Y
ENSMUSG00000099573	ENSMUSG00000099573.1	Gm28854	Y
ENSMUSG00000083555	ENSMUSG00000083555.1	Gm12035	11
ENSMUSG00000102104	ENSMUSG00000102104.1	Gm28858	Y
ENSMUSG00000114780	ENSMUSG00000114780.1	AI197445	13
ENSMUSG00000002948	ENSMUSG00000002948.19	Map2k7	8
ENSMUSG00000083025	ENSMUSG00000083025.1	Gm11829	4
ENSMUSG00000101757	ENSMUSG00000101757.1	Gm28273	Y
ENSMUSG00000081490	ENSMUSG00000081490.1	Gm11830	4
ENSMUSG00000037071	ENSMUSG00000037071.3	Scd1	19
ENSMUSG00000021765	ENSMUSG00000021765.9	Fst	13
ENSMUSG00000110518	ENSMUSG00000110518.1	Olfr861-ps1	9
ENSMUSG00000100988	ENSMUSG00000100988.6	Gm28136	Y
ENSMUSG00000050912	ENSMUSG00000050912.15	Tmem123	9
ENSMUSG00000090119	ENSMUSG00000090119.1	Gm8185	13
ENSMUSG00000118076	ENSMUSG00000118076.1	AC151478.3	19
ENSMUSG00000085043	ENSMUSG00000085043.1	Gm13184	2
ENSMUSG00000114293	ENSMUSG00000114293.1	Gm48078	13
ENSMUSG00000090027	ENSMUSG00000090027.1	Gm15740	13
ENSMUSG00000026646	ENSMUSG00000026646.16	Suv39h2	2
ENSMUSG00000117796	ENSMUSG00000117796.1	AC151478.1	19
ENSMUSG00000096216	ENSMUSG00000096216.2	Gm21959	13
ENSMUSG00000104416	ENSMUSG00000104416.1	Gm37067	1
ENSMUSG00000021596	ENSMUSG00000021596.16	Mctp1	13
ENSMUSG00000006215	ENSMUSG00000006215.12	Zbtb17	4
ENSMUSG00000042182	ENSMUSG00000042182.16	Bend6	1
ENSMUSG00000114935	ENSMUSG00000114935.1	Gm47040	13
ENSMUSG00000051855	ENSMUSG00000051855.15	Mest	6
ENSMUSG00000022283	ENSMUSG00000022283.15	Pabpc1	15
ENSMUSG00000028478	ENSMUSG00000028478.18	Clta	4
ENSMUSG00000117058	ENSMUSG00000117058.1	Gm49955	17
ENSMUSG00000100055	ENSMUSG00000100055.1	Gm20890	Y
ENSMUSG00000117094	ENSMUSG00000117094.1	Gm49956	17
ENSMUSG00000070522	ENSMUSG00000070522.4	Gm6505	3
ENSMUSG00000024392	ENSMUSG00000024392.17	Bag6	17
ENSMUSG00000091329	ENSMUSG00000091329.2	1700112D23Rik	3
ENSMUSG00000028559	ENSMUSG00000028559.17	Osbpl9	4
ENSMUSG00000062480	ENSMUSG00000062480.12	Acat3	17
ENSMUSG00000030584	ENSMUSG00000030584.14	Dpf1	7
ENSMUSG00000003500	ENSMUSG00000003500.13	Impdh1	6
ENSMUSG00000112607	ENSMUSG00000112607.1	Gm33979	10
ENSMUSG00000027690	ENSMUSG00000027690.13	Slc2a2	3
ENSMUSG00000112752	ENSMUSG00000112752.1	Gm48021	10
ENSMUSG00000101268	ENSMUSG00000101268.6	2010310C07Rik	6
ENSMUSG00000112320	ENSMUSG00000112320.1	Gm48022	10
ENSMUSG00000083285	ENSMUSG00000083285.2	Gm15815	8
ENSMUSG00000086741	ENSMUSG00000086741.1	Gm15816	8
ENSMUSG00000028672	ENSMUSG00000028672.13	Hmgcl	4
ENSMUSG00000112870	ENSMUSG00000112870.1	Gm40689	10
ENSMUSG00000037894	ENSMUSG00000037894.13	H2afz	3
ENSMUSG00000027599	ENSMUSG00000027599.9	Armc1	3
ENSMUSG00000108033	ENSMUSG00000108033.1	Gm44284	6
ENSMUSG00000029860	ENSMUSG00000029860.16	Zyx	6
ENSMUSG00000102022	ENSMUSG00000102022.6	Gm28735	Y
ENSMUSG00000113895	ENSMUSG00000113895.1	Gm48383	12
ENSMUSG00000103135	ENSMUSG00000103135.1	Gm37979	3
ENSMUSG00000114676	ENSMUSG00000114676.1	Gm47678	14
ENSMUSG00000070661	ENSMUSG00000070661.6	Rnf186	4
ENSMUSG00000097898	ENSMUSG00000097898.8	4930455B14Rik	14
ENSMUSG00000114574	ENSMUSG00000114574.1	Gm47685	14
ENSMUSG00000031543	ENSMUSG00000031543.18	Ank1	8
ENSMUSG00000114628	ENSMUSG00000114628.1	Gm19018	14
ENSMUSG00000113679	ENSMUSG00000113679.1	Gm10432	12
ENSMUSG00000115989	ENSMUSG00000115989.1	Gm49533	16
ENSMUSG00000082402	ENSMUSG00000082402.1	Gm15621	5
ENSMUSG00000029401	ENSMUSG00000029401.8	Rilpl2	5
ENSMUSG00000011382	ENSMUSG00000011382.8	Dhdh	7
ENSMUSG00000068039	ENSMUSG00000068039.13	Tcp1	17
ENSMUSG00000035559	ENSMUSG00000035559.9	Mpv17l2	8
ENSMUSG00000096940	ENSMUSG00000096940.1	Gm4755	12
ENSMUSG00000040761	ENSMUSG00000040761.16	Spen	4
ENSMUSG00000029632	ENSMUSG00000029632.7	Ndufa4	6
ENSMUSG00000099368	ENSMUSG00000099368.1	Gm21910	Y
ENSMUSG00000095544	ENSMUSG00000095544.1	Vmn2r-ps33	6
ENSMUSG00000009291	ENSMUSG00000009291.13	Pttg1ip	10
ENSMUSG00000096173	ENSMUSG00000096173.2	Gm3150	15
ENSMUSG00000107718	ENSMUSG00000107718.2	Vmn2r-ps34	6
ENSMUSG00000116088	ENSMUSG00000116088.1	Gm49460	15
ENSMUSG00000101032	ENSMUSG00000101032.6	Gm29377	Y
ENSMUSG00000015085	ENSMUSG00000015085.8	Entpd2	2
ENSMUSG00000024294	ENSMUSG00000024294.14	Mib1	18
ENSMUSG00000116314	ENSMUSG00000116314.1	Gm49459	15
ENSMUSG00000106847	ENSMUSG00000106847.1	Peg13	15
ENSMUSG00000041143	ENSMUSG00000041143.16	Tmco4	4
ENSMUSG00000040435	ENSMUSG00000040435.12	Ppp1r15a	7
ENSMUSG00000031840	ENSMUSG00000031840.12	Rab3a	8
ENSMUSG00000022186	ENSMUSG00000022186.14	Oxct1	15
ENSMUSG00000023963	ENSMUSG00000023963.10	Cyp39a1	17
ENSMUSG00000029521	ENSMUSG00000029521.7	Chek2	5
ENSMUSG00000068922	ENSMUSG00000068922.14	Msto1	3
ENSMUSG00000028101	ENSMUSG00000028101.18	Pias3	3
ENSMUSG00000101929	ENSMUSG00000101929.6	Gm28245	Y
ENSMUSG00000052143	ENSMUSG00000052143.8	Gm9869	9
ENSMUSG00000046480	ENSMUSG00000046480.6	Scn4b	9
ENSMUSG00000085589	ENSMUSG00000085589.7	A430078I02Rik	6
ENSMUSG00000101971	ENSMUSG00000101971.1	Gm28246	Y
ENSMUSG00000023467	ENSMUSG00000023467.18	Tulp2	7
ENSMUSG00000029501	ENSMUSG00000029501.14	Ankle2	5
ENSMUSG00000020592	ENSMUSG00000020592.14	Sdc1	12
ENSMUSG00000071337	ENSMUSG00000071337.11	Tia1	6
ENSMUSG00000028211	ENSMUSG00000028211.11	Trp53inp1	4
ENSMUSG00000117985	ENSMUSG00000117985.1	AC132418.1	18
ENSMUSG00000035356	ENSMUSG00000035356.17	Nfkbiz	16
ENSMUSG00000118321	ENSMUSG00000118321.1	AC132418.3	18
ENSMUSG00000084788	ENSMUSG00000084788.2	Gm11342	13
ENSMUSG00000081918	ENSMUSG00000081918.4	Gm14613	X
ENSMUSG00000056459	ENSMUSG00000056459.14	Zbtb25	12
ENSMUSG00000104726	ENSMUSG00000104726.1	Gm18384	3
ENSMUSG00000083165	ENSMUSG00000083165.1	Gm11344	13
ENSMUSG00000114917	ENSMUSG00000114917.1	Gm48250	13
ENSMUSG00000105218	ENSMUSG00000105218.4	Gm38413	5
ENSMUSG00000075330	ENSMUSG00000075330.4	A930003A15Rik	16
ENSMUSG00000021375	ENSMUSG00000021375.11	Kif13a	13
ENSMUSG00000029859	ENSMUSG00000029859.6	Epha1	6
ENSMUSG00000072778	ENSMUSG00000072778.3	Vmn2r27	6
ENSMUSG00000104731	ENSMUSG00000104731.1	Gm43249	5
ENSMUSG00000015094	ENSMUSG00000015094.16	Npdc1	2
ENSMUSG00000116712	ENSMUSG00000116712.1	Gm49598	16
ENSMUSG00000108145	ENSMUSG00000108145.1	Gm38811	6
ENSMUSG00000105078	ENSMUSG00000105078.2	Vamp9	5
ENSMUSG00000050052	ENSMUSG00000050052.12	Tdrp	8
ENSMUSG00000041975	ENSMUSG00000041975.17	Mettl8	2
ENSMUSG00000113209	ENSMUSG00000113209.1	1700081N11Rik	12
ENSMUSG00000036941	ENSMUSG00000036941.2	Elac1	18
ENSMUSG00000021706	ENSMUSG00000021706.14	Zfyve16	13
ENSMUSG00000062929	ENSMUSG00000062929.8	Cfl2	12
ENSMUSG00000050192	ENSMUSG00000050192.8	Eif5a2	3
ENSMUSG00000027230	ENSMUSG00000027230.9	Creb3l1	2
ENSMUSG00000109351	ENSMUSG00000109351.1	Gm44632	7
ENSMUSG00000113073	ENSMUSG00000113073.1	Gm48261	13
ENSMUSG00000113742	ENSMUSG00000113742.1	Gm48262	13
ENSMUSG00000087221	ENSMUSG00000087221.3	BC037032	15
ENSMUSG00000098097	ENSMUSG00000098097.7	6530403H02Rik	3
ENSMUSG00000113810	ENSMUSG00000113810.1	Gm48259	13
ENSMUSG00000113978	ENSMUSG00000113978.1	Gm48260	13
ENSMUSG00000111811	ENSMUSG00000111811.1	Gm39327	9
ENSMUSG00000072421	ENSMUSG00000072421.4	Gm10357	13
ENSMUSG00000101010	ENSMUSG00000101010.1	Gm21889	Y
ENSMUSG00000100447	ENSMUSG00000100447.1	Gm29378	Y
ENSMUSG00000052551	ENSMUSG00000052551.16	Adarb2	13
ENSMUSG00000086297	ENSMUSG00000086297.1	Gm15632	15
ENSMUSG00000110619	ENSMUSG00000110619.1	Gm7850	8
ENSMUSG00000043865	ENSMUSG00000043865.3	Tas2r118	6
ENSMUSG00000111842	ENSMUSG00000111842.1	Gm49318	9
ENSMUSG00000036120	ENSMUSG00000036120.10	Rfxank	8
ENSMUSG00000108900	ENSMUSG00000108900.1	Ccdc194	8
ENSMUSG00000106218	ENSMUSG00000106218.1	Gm43713	3
ENSMUSG00000117259	ENSMUSG00000117259.1	Gm19012	17
ENSMUSG00000100179	ENSMUSG00000100179.1	Gm21715	Y
ENSMUSG00000100607	ENSMUSG00000100607.1	Gm29379	Y
ENSMUSG00000066839	ENSMUSG00000066839.12	Ecsit	9
ENSMUSG00000063842	ENSMUSG00000063842.5	Olfr862	9
ENSMUSG00000054199	ENSMUSG00000054199.17	Gon4l	3
ENSMUSG00000029402	ENSMUSG00000029402.8	Snrnp35	5
ENSMUSG00000025383	ENSMUSG00000025383.2	Il23a	10
ENSMUSG00000071317	ENSMUSG00000071317.4	Bves	10
ENSMUSG00000101278	ENSMUSG00000101278.1	Gm29381	Y
ENSMUSG00000063698	ENSMUSG00000063698.9	Sfxn4	19
ENSMUSG00000105207	ENSMUSG00000105207.1	Gm42927	3
ENSMUSG00000095093	ENSMUSG00000095093.2	Vmn2r111	17
ENSMUSG00000002279	ENSMUSG00000002279.19	Lmf1	17
ENSMUSG00000112113	ENSMUSG00000112113.1	Gm47698	10
ENSMUSG00000105243	ENSMUSG00000105243.1	Gm43444	3
ENSMUSG00000059695	ENSMUSG00000059695.4	1700019M22Rik	12
ENSMUSG00000107921	ENSMUSG00000107921.1	Gm6423	6
ENSMUSG00000104970	ENSMUSG00000104970.1	Gm43137	5
ENSMUSG00000112724	ENSMUSG00000112724.1	Gm47699	10
ENSMUSG00000107773	ENSMUSG00000107773.1	Gm43971	6
ENSMUSG00000099829	ENSMUSG00000099829.1	Gm29380	Y
ENSMUSG00000104749	ENSMUSG00000104749.1	Gm42926	3
ENSMUSG00000019756	ENSMUSG00000019756.10	Prl8a1	13
ENSMUSG00000021403	ENSMUSG00000021403.3	Serpinb9b	13
ENSMUSG00000112475	ENSMUSG00000112475.1	Gm47703	10
ENSMUSG00000107600	ENSMUSG00000107600.1	Gm6308	6
ENSMUSG00000111763	ENSMUSG00000111763.1	Gm34973	9
ENSMUSG00000104602	ENSMUSG00000104602.1	Gm42779	5
ENSMUSG00000103827	ENSMUSG00000103827.1	Gm32950	3
ENSMUSG00000086618	ENSMUSG00000086618.1	Gm13256	2
ENSMUSG00000046718	ENSMUSG00000046718.8	Bst2	8
ENSMUSG00000057388	ENSMUSG00000057388.9	Mrpl18	17
ENSMUSG00000015619	ENSMUSG00000015619.10	Gata3	2
ENSMUSG00000082062	ENSMUSG00000082062.1	Ftl2-ps	4
ENSMUSG00000111823	ENSMUSG00000111823.1	Gm2517	9
ENSMUSG00000022687	ENSMUSG00000022687.12	Boc	16
ENSMUSG00000028747	ENSMUSG00000028747.10	Htr6	4
ENSMUSG00000001985	ENSMUSG00000001985.9	Grik3	4
ENSMUSG00000043008	ENSMUSG00000043008.9	Klhl6	16
ENSMUSG00000032383	ENSMUSG00000032383.7	Ppib	9
ENSMUSG00000083199	ENSMUSG00000083199.1	Gm9432	X
ENSMUSG00000032965	ENSMUSG00000032965.11	Ift57	16
ENSMUSG00000114879	ENSMUSG00000114879.1	4930467J12Rik	13
ENSMUSG00000110296	ENSMUSG00000110296.1	Gm45533	4
ENSMUSG00000079871	ENSMUSG00000079871.4	Gm4984	X
ENSMUSG00000049761	ENSMUSG00000049761.6	Pmis2	7
ENSMUSG00000095438	ENSMUSG00000095438.1	Mir133a-1hg	18
ENSMUSG00000113726	ENSMUSG00000113726.1	Gm36099	13
ENSMUSG00000107825	ENSMUSG00000107825.1	Gm44296	6
ENSMUSG00000038507	ENSMUSG00000038507.6	Parp12	6
ENSMUSG00000024411	ENSMUSG00000024411.10	Aqp4	18
ENSMUSG00000022503	ENSMUSG00000022503.10	Nubp1	16
ENSMUSG00000116450	ENSMUSG00000116450.1	Gm49534	16
ENSMUSG00000087052	ENSMUSG00000087052.1	Gm8093	9
ENSMUSG00000028141	ENSMUSG00000028141.11	Oaz3	3
ENSMUSG00000113876	ENSMUSG00000113876.1	Gm48042	12
ENSMUSG00000101839	ENSMUSG00000101839.1	Gm28247	Y
ENSMUSG00000039452	ENSMUSG00000039452.6	Snx22	9
ENSMUSG00000035095	ENSMUSG00000035095.11	Fam167a	14
ENSMUSG00000101858	ENSMUSG00000101858.1	Gm28144	Y
ENSMUSG00000114764	ENSMUSG00000114764.1	Gm20241	14
ENSMUSG00000083315	ENSMUSG00000083315.1	Gm11871	4
ENSMUSG00000033487	ENSMUSG00000033487.14	Fndc3a	14
ENSMUSG00000100933	ENSMUSG00000100933.1	Gm28143	Y
ENSMUSG00000045799	ENSMUSG00000045799.6	Gm9800	14
ENSMUSG00000052435	ENSMUSG00000052435.7	Cebpe	14
ENSMUSG00000079379	ENSMUSG00000079379.2	Gm3242	14
ENSMUSG00000038895	ENSMUSG00000038895.16	Zfp653	9
ENSMUSG00000049307	ENSMUSG00000049307.6	Fut4	9
ENSMUSG00000039601	ENSMUSG00000039601.16	Rcan2	17
ENSMUSG00000100804	ENSMUSG00000100804.1	Gm28150	Y
ENSMUSG00000073573	ENSMUSG00000073573.5	Spink11	18
ENSMUSG00000032344	ENSMUSG00000032344.17	Cgas	9
ENSMUSG00000031813	ENSMUSG00000031813.8	Mvb12a	8
ENSMUSG00000028001	ENSMUSG00000028001.16	Fga	3
ENSMUSG00000102010	ENSMUSG00000102010.1	Gm28248	Y
ENSMUSG00000090927	ENSMUSG00000090927.1	Gm17047	14
ENSMUSG00000112271	ENSMUSG00000112271.1	Gm9088	12
ENSMUSG00000101672	ENSMUSG00000101672.1	Gm28149	Y
ENSMUSG00000021814	ENSMUSG00000021814.17	Anxa7	14
ENSMUSG00000116151	ENSMUSG00000116151.1	Gm49535	16
ENSMUSG00000114413	ENSMUSG00000114413.1	Gm48364	14
ENSMUSG00000099929	ENSMUSG00000099929.1	Gm28098	Y
ENSMUSG00000099939	ENSMUSG00000099939.1	Gm28330	Y
ENSMUSG00000107299	ENSMUSG00000107299.1	Gm43228	6
ENSMUSG00000101149	ENSMUSG00000101149.1	Gm20892	Y
ENSMUSG00000095991	ENSMUSG00000095991.1	Gm17048	14
ENSMUSG00000046957	ENSMUSG00000046957.5	Spz1	13
ENSMUSG00000083654	ENSMUSG00000083654.1	Gm11875	4
ENSMUSG00000079602	ENSMUSG00000079602.2	9230102O04Rik	2
ENSMUSG00000091275	ENSMUSG00000091275.1	Gm3248	14
ENSMUSG00000071078	ENSMUSG00000071078.6	Nr2c2ap	8
ENSMUSG00000114464	ENSMUSG00000114464.1	Gm18071	14
ENSMUSG00000004994	ENSMUSG00000004994.12	Ccdc130	8
ENSMUSG00000038071	ENSMUSG00000038071.3	Npy6r	18
ENSMUSG00000100491	ENSMUSG00000100491.1	Gm28331	Y
ENSMUSG00000025783	ENSMUSG00000025783.2	4930412O13Rik	2
ENSMUSG00000053729	ENSMUSG00000053729.4	Spinkl	18
ENSMUSG00000038676	ENSMUSG00000038676.6	Ucn	5
ENSMUSG00000095606	ENSMUSG00000095606.7	Gm21258	Y
ENSMUSG00000099566	ENSMUSG00000099566.1	Gm28099	Y
ENSMUSG00000101053	ENSMUSG00000101053.1	Gm20815	Y
ENSMUSG00000097288	ENSMUSG00000097288.1	Gm2155	X
ENSMUSG00000033124	ENSMUSG00000033124.15	Atg9a	1
ENSMUSG00000113214	ENSMUSG00000113214.1	Gm48010	13
ENSMUSG00000054850	ENSMUSG00000054850.4	Smim10l2a	X
ENSMUSG00000101732	ENSMUSG00000101732.1	Gm28328	Y
ENSMUSG00000063804	ENSMUSG00000063804.8	Lin28b	10
ENSMUSG00000036961	ENSMUSG00000036961.5	Wnt8b	19
ENSMUSG00000013083	ENSMUSG00000013083.8	2200002J24Rik	7
ENSMUSG00000015665	ENSMUSG00000015665.8	Awat1	X
ENSMUSG00000071568	ENSMUSG00000071568.5	Gm5874	6
ENSMUSG00000104336	ENSMUSG00000104336.1	Gm34240	3
ENSMUSG00000090643	ENSMUSG00000090643.8	Gm3453	14
ENSMUSG00000082672	ENSMUSG00000082672.1	Gm11876	4
ENSMUSG00000055632	ENSMUSG00000055632.18	Hmcn2	2
ENSMUSG00000103476	ENSMUSG00000103476.1	Strit1	3
ENSMUSG00000101056	ENSMUSG00000101056.1	Gm28329	Y
ENSMUSG00000050908	ENSMUSG00000050908.12	Tvp23a	16
ENSMUSG00000041229	ENSMUSG00000041229.15	Phf8	X
ENSMUSG00000086473	ENSMUSG00000086473.1	Gm16265	X
ENSMUSG00000106874	ENSMUSG00000106874.1	Gm20186	6
ENSMUSG00000044148	ENSMUSG00000044148.6	1810030O07Rik	X
ENSMUSG00000102883	ENSMUSG00000102883.1	Gm37279	3
ENSMUSG00000081886	ENSMUSG00000081886.1	Gm6175	X
ENSMUSG00000035329	ENSMUSG00000035329.7	Fbxo33	12
ENSMUSG00000099725	ENSMUSG00000099725.1	Gm28734	Y
ENSMUSG00000016520	ENSMUSG00000016520.7	Lnx2	5
ENSMUSG00000022315	ENSMUSG00000022315.3	Slc30a8	15
ENSMUSG00000044359	ENSMUSG00000044359.1	P2ry4	X
ENSMUSG00000083151	ENSMUSG00000083151.1	Gm4913	X
ENSMUSG00000106032	ENSMUSG00000106032.1	Gm42463	3
ENSMUSG00000096981	ENSMUSG00000096981.2	Gm16845	9
ENSMUSG00000001436	ENSMUSG00000001436.15	Slc19a1	10
ENSMUSG00000022715	ENSMUSG00000022715.3	Tmem114	16
ENSMUSG00000112024	ENSMUSG00000112024.1	Gm47394	12
ENSMUSG00000028140	ENSMUSG00000028140.13	Mrpl9	3
ENSMUSG00000087066	ENSMUSG00000087066.1	Gm15518	16
ENSMUSG00000111357	ENSMUSG00000111357.1	Gm6980	9
ENSMUSG00000003410	ENSMUSG00000003410.8	Elavl3	9
ENSMUSG00000103392	ENSMUSG00000103392.1	Gm38303	3
ENSMUSG00000111836	ENSMUSG00000111836.1	4933407I05Rik	9
ENSMUSG00000024620	ENSMUSG00000024620.11	Pdgfrb	18
ENSMUSG00000058921	ENSMUSG00000058921.3	Slc10a5	3
ENSMUSG00000100853	ENSMUSG00000100853.1	Gm28232	Y
ENSMUSG00000111508	ENSMUSG00000111508.1	Gm48634	9
ENSMUSG00000031065	ENSMUSG00000031065.14	Cdk16	X
ENSMUSG00000115241	ENSMUSG00000115241.1	Gm41322	15
ENSMUSG00000041966	ENSMUSG00000041966.18	Dcaf17	2
ENSMUSG00000027531	ENSMUSG00000027531.16	Impa1	3
ENSMUSG00000042976	ENSMUSG00000042976.6	9930038B18Rik	12
ENSMUSG00000057262	ENSMUSG00000057262.2	Gm10020	15
ENSMUSG00000073208	ENSMUSG00000073208.12	Speer4c	5
ENSMUSG00000045975	ENSMUSG00000045975.8	C2cd2	16
ENSMUSG00000098038	ENSMUSG00000098038.1	Gm8793	10
ENSMUSG00000029413	ENSMUSG00000029413.14	Naaa	5
ENSMUSG00000048540	ENSMUSG00000048540.8	Nhlh2	3
ENSMUSG00000101442	ENSMUSG00000101442.1	Gm28795	Y
ENSMUSG00000005054	ENSMUSG00000005054.7	Cstb	10
ENSMUSG00000089871	ENSMUSG00000089871.1	Speer4cos	5
ENSMUSG00000085201	ENSMUSG00000085201.1	Nr6a1os	2
ENSMUSG00000112891	ENSMUSG00000112891.1	Gm47391	12
ENSMUSG00000043664	ENSMUSG00000043664.7	Tmem221	8
ENSMUSG00000006289	ENSMUSG00000006289.14	Osgep	14
ENSMUSG00000099506	ENSMUSG00000099506.1	Gm28732	Y
ENSMUSG00000107884	ENSMUSG00000107884.1	Gm44144	2
ENSMUSG00000020346	ENSMUSG00000020346.16	Mgat1	11
ENSMUSG00000090216	ENSMUSG00000090216.1	Gm16549	14
ENSMUSG00000054474	ENSMUSG00000054474.15	Thnsl2	6
ENSMUSG00000063972	ENSMUSG00000063972.13	Nr6a1	2
ENSMUSG00000079258	ENSMUSG00000079258.2	Calhm1	19
ENSMUSG00000044155	ENSMUSG00000044155.11	Lsm8	6
ENSMUSG00000041912	ENSMUSG00000041912.12	Tdrkh	3
ENSMUSG00000095953	ENSMUSG00000095953.2	6030469F06Rik	12
ENSMUSG00000094219	ENSMUSG00000094219.1	Calhm3	19
ENSMUSG00000112652	ENSMUSG00000112652.1	4921516A02Rik	10
ENSMUSG00000117541	ENSMUSG00000117541.1	Gm50048	18
ENSMUSG00000111944	ENSMUSG00000111944.1	Gm18024	12
ENSMUSG00000042599	ENSMUSG00000042599.8	Kdm7a	6
ENSMUSG00000032788	ENSMUSG00000032788.15	Pdxk	10
ENSMUSG00000112310	ENSMUSG00000112310.1	Gm48112	12
ENSMUSG00000112177	ENSMUSG00000112177.1	Gm18188	10
ENSMUSG00000034829	ENSMUSG00000034829.8	Nxnl1	8
ENSMUSG00000003873	ENSMUSG00000003873.11	Bax	7
ENSMUSG00000059495	ENSMUSG00000059495.14	Arhgef12	9
ENSMUSG00000003068	ENSMUSG00000003068.16	Stk11	10
ENSMUSG00000112928	ENSMUSG00000112928.1	Gm47710	10
ENSMUSG00000023072	ENSMUSG00000023072.14	Cep89	7
ENSMUSG00000025782	ENSMUSG00000025782.12	Taf3	2
ENSMUSG00000002345	ENSMUSG00000002345.18	Borcs8	8
ENSMUSG00000091230	ENSMUSG00000091230.1	Gm6970	19
ENSMUSG00000091460	ENSMUSG00000091460.2	Gm7808	9
ENSMUSG00000040478	ENSMUSG00000040478.14	Prdm13	4
ENSMUSG00000051118	ENSMUSG00000051118.9	Olfr77	9
ENSMUSG00000021822	ENSMUSG00000021822.3	Plau	14
ENSMUSG00000103715	ENSMUSG00000103715.1	4933431K14Rik	9
ENSMUSG00000035941	ENSMUSG00000035941.15	Ibtk	9
ENSMUSG00000083988	ENSMUSG00000083988.1	Rps10-ps4	5
ENSMUSG00000029642	ENSMUSG00000029642.11	Polr1d	5
ENSMUSG00000112395	ENSMUSG00000112395.1	Gm7198	10
ENSMUSG00000117593	ENSMUSG00000117593.1	Gm18764	18
ENSMUSG00000099904	ENSMUSG00000099904.1	Gm28270	Y
ENSMUSG00000112800	ENSMUSG00000112800.1	Gm40604	10
ENSMUSG00000100584	ENSMUSG00000100584.6	Gm28733	Y
ENSMUSG00000117370	ENSMUSG00000117370.1	Gm6235	18
ENSMUSG00000111963	ENSMUSG00000111963.1	Gm32283	10
ENSMUSG00000108206	ENSMUSG00000108206.1	Gm44427	6
ENSMUSG00000112089	ENSMUSG00000112089.1	Gm47712	10
ENSMUSG00000046962	ENSMUSG00000046962.16	Zbtb21	16
ENSMUSG00000093892	ENSMUSG00000093892.1	Gm3261	14
ENSMUSG00000112335	ENSMUSG00000112335.1	Gm46188	10
ENSMUSG00000099523	ENSMUSG00000099523.1	Gm28327	Y
ENSMUSG00000079033	ENSMUSG00000079033.10	Mef2b	8
ENSMUSG00000054422	ENSMUSG00000054422.7	Fabp1	6
ENSMUSG00000038172	ENSMUSG00000038172.14	Ttc39b	4
ENSMUSG00000053178	ENSMUSG00000053178.5	Mterf1b	5
ENSMUSG00000110555	ENSMUSG00000110555.1	Olfr863-ps1	9
ENSMUSG00000117563	ENSMUSG00000117563.1	Gm7575	18
ENSMUSG00000110560	ENSMUSG00000110560.1	Olfr864-ps1	9
ENSMUSG00000106083	ENSMUSG00000106083.1	Gm42452	5
ENSMUSG00000054676	ENSMUSG00000054676.15	1600014C10Rik	7
